Index,First Name,Last Name,Company,City,Country,Age,Annual_Income,Spending_Score,Years_as_Customer,Num_Purchases,Avg_Purchase_Value,Num_Complaints,Email_Opens_Rate,Website_Visits_Per_Month,Has_Mobile_App,Preferred_Channel,Region,CLV,Churn
545,Kaylee,Wright,"Randolph, Butler and Burgess",North Douglas,South Africa,22,55760.07,52,5,21,814.57,1,0.3438,6,1,Online,East,4076.99,1
546,Manuel,Delacruz,"Wilson, Kline and Bullock",Port Cassandrastad,Papua New Guinea,62,57400.63,93,10,24,164.34,1,0.1718,7,1,Store,West,5555.78,0
547,Helen,Baxter,Schneider and Sons,Garrisonberg,Bolivia,21,67270.36,22,1,24,102.03,2,0.2784,5,1,Online,North,2228.19,1
548,Leon,Hendricks,Hood Inc,South Angelica,Chad,33,34544.15,21,1,16,384.93,0,0.1841,8,0,Store,South,1563.87,1
549,Henry,Contreras,"Rice, Simpson and Russell",New Michellefort,Slovakia (Slovak Republic),41,49852.47,51,6,15,10.0,0,0.1797,6,0,Online,South,2904.01,0
550,Gerald,Tanner,Fritz LLC,West Leslie,Western Sahara,33,21628.32,38,2,16,196.36,2,0.13,5,0,Online,South,2149.04,0
551,Ariel,Arnold,"Stokes, Floyd and Bradford",Michaelport,United Arab Emirates,19,62984.46,20,8,20,329.39,2,0.2674,11,1,Online,East,3418.58,0
552,Judy,Fisher,Riggs-Beltran,Juliestad,Fiji,66,67943.92,29,13,17,10.0,3,0.2665,11,0,Store,North,4296.95,0
553,Miguel,Wood,"Cooke, Mcgrath and Morse",East Douglasberg,France,45,45336.27,51,9,18,89.69,2,0.1184,3,1,Online,West,4303.8,1
554,Lance,Gillespie,Collier-James,South Timothy,Lebanon,49,86479.74,4,13,15,34.36,3,0.1824,4,1,Online,North,3944.25,0
555,Natalie,Wang,Holt Group,Mercadofurt,Macao,44,30484.69,55,4,12,125.39,2,0.1008,11,1,Phone,West,3591.53,0
556,Charlotte,Byrd,Benson-Gardner,West Rita,Ireland,37,25712.5,71,5,24,157.28,2,0.1919,6,1,Online,West,3682.8,0
557,Chelsea,Wagner,"Hurley, Shepard and Harrell",Port Cristianview,Bosnia and Herzegovina,41,59489.04,92,11,15,54.06,0,0.2548,9,1,Store,North,5272.07,0
558,Larry,Rollins,"Michael, Cunningham and Ellison",Krausefurt,Djibouti,29,75941.97,28,8,23,92.42,4,0.2606,3,1,Online,South,4055.03,1
559,Paul,Leblanc,Holmes-Gates,South Heathershire,Rwanda,67,88678.55,4,3,21,49.14,0,0.3175,13,1,Phone,South,2391.27,1
560,Caitlin,Vance,"Phillips, Frazier and Blair",New Julia,Korea,52,45822.31,22,5,22,69.16,1,0.2309,8,0,Online,West,2649.87,1
561,Adam,Shaffer,Diaz-Harrell,Garymouth,Tajikistan,50,76573.62,76,3,23,26.07,1,0.1981,8,1,Online,South,3800.68,0
562,Martin,Rocha,Hall-Daugherty,Oneillfurt,Niger,50,54229.83,45,12,22,325.15,1,0.023,6,1,Store,East,5954.21,0
563,Ronnie,Erickson,"Miller, Lucero and Mccann",South Miamouth,Papua New Guinea,68,51547.45,67,10,17,10.0,1,0.3969,11,0,Phone,East,3583.08,0
564,Sheryl,Delgado,Manning Ltd,Tracyfurt,Liechtenstein,60,72673.2,86,3,16,321.08,0,0.3093,6,1,Store,West,2851.55,0
565,Kristen,Williamson,Doyle-Rodgers,East Kayleetown,French Southern Territories,54,68046.46,66,3,25,127.18,1,0.2003,5,1,Online,South,3342.84,0
566,Cole,Warner,Grimes Inc,Port Kylieside,Bhutan,29,23472.16,88,13,20,60.44,0,0.3103,4,0,Store,West,5029.73,0
567,Lee,Mercado,Pierce-Wilkinson,East Normaville,Panama,20,84530.81,34,12,22,192.59,1,0.4005,4,1,Store,East,5117.31,1
568,Paula,Bates,Lin Group,Phillipsville,Taiwan,18,82601.83,91,7,26,106.32,1,0.345,8,0,Phone,East,4426.8,0
569,Claire,Shaw,"Ayala, Krause and Hendrix",Anthonyville,Bulgaria,50,42488.75,55,7,24,103.7,1,0.3079,9,0,Phone,East,3589.77,0
570,Amy,Mclean,"Rasmussen, Pacheco and Mccann",Shortmouth,Cote d'Ivoire,57,62916.07,1,7,24,17.5,2,0.563,6,1,Store,North,3778.75,0
571,Joshua,Winters,Bolton Inc,South Terry,Luxembourg,27,64880.6,72,10,22,74.03,4,0.2004,7,1,Store,East,4696.6,0
572,Brian,Pittman,"Friedman, Montes and Valenzuela",West Meredithshire,Faroe Islands,60,60213.48,87,8,27,41.38,2,0.3398,5,1,Store,South,5467.5,0
573,Jeffrey,Waters,Montoya Inc,Jesseville,Bouvet Island (Bouvetoya),61,43993.9,38,5,18,10.0,2,0.3396,4,0,Store,North,2796.14,1
574,Denise,Barber,Terry-Walls,East Katelyn,British Virgin Islands,46,41567.53,6,5,19,66.97,1,0.4714,8,1,Online,East,3168.16,0
575,Wayne,Sanders,Patel Group,Lucasmouth,Tokelau,30,54488.92,86,14,24,14.12,1,0.1269,9,0,Online,South,5181.89,0
576,Sandra,Sparks,"Allison, Fox and Norris",Carneyfurt,Saint Kitts and Nevis,29,78454.58,25,4,26,44.52,0,0.333,7,1,Online,East,3140.32,0
577,Jose,Singleton,Mcfarland-May,Haleyfurt,Azerbaijan,48,65872.0,82,7,24,14.56,2,0.4014,9,1,Phone,South,4100.89,0
578,Joel,Shea,Richmond-Horne,South Alisha,Palau,63,47587.71,17,10,15,15.96,1,0.2603,4,1,Online,South,3750.59,1
579,Sergio,Marquez,Arroyo-Braun,South Kelli,Chile,19,70433.97,61,4,18,33.29,1,0.3184,12,0,Online,East,2949.21,0
580,Latoya,Decker,Cooke and Sons,East Franceshaven,Mauritania,68,15000.0,12,2,15,1319.98,5,0.0933,7,1,Online,East,3533.54,0
581,Chase,Guerrero,"Mccarty, Quinn and House",Armstrongtown,Gibraltar,67,77975.31,6,4,28,10.0,0,0.5087,7,1,Store,North,3056.17,1
582,Jeff,Tate,Brennan Inc,East Robertatown,Nicaragua,52,20205.72,90,13,17,152.7,2,0.1876,10,0,Phone,East,4527.6,0
583,Brandy,Valentine,"Kidd, Gibson and Ramos",Janetchester,Romania,40,47751.18,27,13,19,22.84,1,0.4609,11,0,Store,South,4399.78,0
584,Jade,Vega,"Ruiz, Mcfarland and Terrell",Lake Jaclyn,Guinea,34,32606.6,8,8,23,380.04,1,0.317,8,1,Online,West,3497.85,0
585,Melody,Nielsen,"Rush, Snyder and Bridges",North Chris,American Samoa,43,29106.37,83,9,13,14.75,2,0.3264,7,1,Phone,North,3913.27,0
586,Brandon,Webb,Ferrell-Fitzgerald,Reyesstad,Peru,25,78216.54,65,3,19,465.37,5,0.2547,6,1,Online,South,3842.54,1
587,Jean,Mclaughlin,"Rivas, Frey and Figueroa",Thomasstad,Lao People's Democratic Republic,46,45645.98,57,7,16,141.6,1,0.3696,8,0,Phone,South,3074.86,0
588,Albert,Case,"Henson, Heath and Delgado",Lake Lonnieberg,Saint Martin,43,61930.08,93,14,19,10.0,1,0.162,10,1,Online,West,5659.12,0
589,Jose,Duarte,Robertson Inc,Kristaland,Reunion,27,54061.59,99,12,20,336.66,0,0.6447,4,0,Store,East,5737.26,0
590,Jennifer,Brady,Hampton-Riddle,Stanleyborough,Zimbabwe,43,64540.82,40,14,24,110.63,2,0.1251,13,1,Online,South,5536.19,0
591,Angel,Conner,"Banks, Pierce and Romero",Port Marieland,Cape Verde,51,56536.44,14,9,15,45.71,2,0.5656,7,1,Phone,West,3645.28,1
592,Alyssa,Gamble,"Mcclure, Raymond and Mccoy",Olsontown,Zimbabwe,68,29340.16,35,11,18,218.69,1,0.1343,8,1,Online,West,3975.04,0
593,Lawrence,Campos,Pittman LLC,Heathfurt,Uganda,58,74925.34,48,4,20,391.91,3,0.5899,5,1,Online,East,3769.97,0
594,Joyce,Michael,"Maddox, Wiley and Vincent",New Soniatown,Mongolia,24,45124.87,84,10,21,99.16,1,0.0163,9,1,Phone,West,4941.47,0
595,Doris,Fox,"Hudson, Fritz and Mcdaniel",Huntville,Sudan,21,23868.36,56,3,25,56.87,2,0.2916,12,1,Online,West,3173.87,1
596,Johnny,Harris,Costa-Franklin,New Rickstad,Norway,67,46437.7,49,5,25,233.35,2,0.2577,7,0,Store,West,3433.54,0
597,Leroy,Vargas,Acevedo Ltd,Reillyburgh,Ghana,62,85015.2,13,1,23,171.75,1,0.4351,6,0,Store,West,1939.94,0
598,Diana,Green,Bishop PLC,South Andrewville,Kazakhstan,28,72004.43,61,3,28,329.4,0,0.0433,10,0,Store,West,2955.55,0
599,Victor,Bowman,Nolan PLC,North Johnnymouth,Panama,46,48026.96,49,8,26,176.9,1,0.054,11,1,Online,West,4706.2,0
600,Alexis,Perry,Tanner-Mullen,Darrylstad,Faroe Islands,53,48014.85,46,11,22,41.86,3,0.4289,5,1,Phone,South,4981.8,1
601,Xavier,Mooney,"Boyer, Hatfield and Powers",South Antoniochester,Jersey,42,48567.3,62,8,18,402.49,2,0.2114,12,1,Phone,North,4221.49,0
602,Lawrence,Gross,Miles-Hodge,Bradleymouth,Ukraine,38,96534.96,8,13,19,16.61,3,0.3327,10,0,Online,East,4155.57,1
603,Albert,Myers,Davies-Benitez,Port Moniquehaven,Honduras,53,62638.71,43,4,23,46.78,0,0.3622,14,0,Online,North,3094.39,0
604,Mikayla,Oneal,Cannon Ltd,Terrancetown,Tajikistan,27,63600.83,20,2,17,110.16,1,0.278,8,0,Online,East,1268.33,1
605,Frederick,Mcgrath,Dennis PLC,Port Jodyland,Falkland Islands (Malvinas),54,75605.67,97,13,12,125.12,3,0.4799,13,0,Online,North,4827.34,0
606,Kirk,Benitez,"Bates, Baird and Bryan",Sharonside,Bolivia,26,59775.78,90,8,27,10.0,1,0.4567,5,1,Store,East,4334.11,0
607,Alex,Mcdonald,Bradford PLC,Candacestad,Egypt,41,49819.16,39,8,13,227.51,2,0.6828,8,0,Phone,West,3356.68,0
608,Trevor,Hayden,Jackson-Trujillo,Lake Angie,Bangladesh,52,51073.0,85,10,23,67.32,0,0.3486,13,0,Store,North,4766.03,0
609,Sherry,Lane,Randall and Sons,West Joel,Antigua and Barbuda,66,53567.97,49,4,18,78.24,0,0.3804,12,0,Store,North,2461.71,0
610,Mallory,Pratt,Landry-Carpenter,Payneport,Malta,52,54255.56,64,3,32,248.61,2,0.2742,6,1,Online,East,3976.58,0
611,Daniel,Flores,Barajas-Gordon,South Carrieshire,Guatemala,65,69552.59,62,2,14,71.53,1,0.2364,8,1,Online,East,2685.44,0
612,Jesus,Kane,Conrad and Sons,Clarketon,Brunei Darussalam,53,56038.92,54,9,26,10.0,2,0.4533,8,1,Store,South,3974.01,0
613,Gilbert,Hendricks,"Goodman, Hinton and Douglas",South Francisco,Malawi,35,69652.8,9,1,23,29.12,1,0.1801,11,0,Store,West,2107.35,1
614,Kerry,Sanders,Larsen-Murray,New Grantshire,Montserrat,66,53385.67,88,7,22,468.21,0,0.162,11,1,Store,West,4931.28,0
615,Alexandra,Davidson,"Morrison, Ballard and Alvarado",South Latoya,Botswana,56,56572.7,37,5,21,10.95,0,0.0745,8,1,Online,South,3240.2,1
616,Vincent,Carey,Murphy-Lopez,South Clayton,Jamaica,49,15035.99,49,8,29,65.76,1,0.5809,8,0,Store,East,3841.38,0
617,Parker,Russo,Foley-Yoder,East Dorothy,Malawi,41,73326.55,41,4,21,104.93,1,0.07,5,0,Online,West,2981.24,1
618,Ebony,Velasquez,Casey-Krause,Dennisfurt,Mexico,40,61929.77,17,7,29,101.97,3,0.6776,9,0,Online,East,2896.32,1
619,Jesus,Holden,Carlson Ltd,Cathyton,Saint Barthelemy,49,74960.2,88,13,18,10.0,1,0.5516,11,1,Store,West,5290.27,0
620,Candace,Chen,Raymond-Romero,Stacystad,Aruba,54,15000.0,21,5,22,104.32,1,0.4047,8,0,Online,North,2607.35,0
621,Juan,Saunders,Gillespie Inc,Sotoberg,Taiwan,29,96767.49,51,14,19,72.62,2,0.335,6,1,Phone,North,5698.07,0
622,Richard,Serrano,Beasley Group,North Raven,Kyrgyz Republic,66,52208.21,59,5,19,536.76,7,0.2787,7,0,Online,West,2698.03,1
623,Rick,Barrera,"Wells, Gallagher and Robles",Jermainetown,Samoa,30,77163.66,39,14,17,26.0,1,0.3635,7,1,Store,West,5286.11,0
624,Meagan,Hoover,Chapman Group,Piercemouth,Tanzania,40,34201.88,55,9,28,65.58,5,0.3568,7,0,Store,West,3967.66,0
625,Larry,Huff,Knapp-Hill,New Reneemouth,Samoa,42,67255.48,41,9,12,81.58,1,0.1864,5,1,Online,South,3696.06,0
626,Kelli,Gonzales,Miles Ltd,Lake Dominique,Slovenia,52,33931.69,39,13,21,74.32,0,0.1603,8,1,Store,West,4906.39,1
627,Crystal,Howard,Stokes-Boyle,Guerreroshire,Ecuador,58,42524.62,13,9,16,164.42,3,0.257,9,1,Store,South,3222.66,0
628,Frank,Walter,Barnett-Floyd,Yolandatown,Saint Pierre and Miquelon,47,93280.63,64,12,20,36.41,0,0.4024,6,0,Phone,South,4296.89,0
629,Rhonda,Donaldson,Graham-Blackwell,Autumnland,Christmas Island,34,51186.35,11,6,20,37.48,1,0.3996,7,0,Online,North,2610.81,0
630,Lisa,Duran,Brennan-Spencer,East Sabrina,Senegal,66,59348.66,19,6,20,195.96,1,0.2982,7,1,Online,West,3888.27,0
631,Isabel,Cisneros,"Salas, Kelly and Johns",Blakechester,Guinea-Bissau,37,72401.35,11,5,21,104.06,1,0.1389,12,0,Online,North,2231.59,0
632,Bianca,Jennings,"Cooper, Romero and Mcneil",Ethanburgh,Cambodia,65,64913.64,77,9,20,80.46,1,0.229,7,1,Store,North,4427.89,0
633,Leon,Lang,"Vazquez, Compton and Kane",North Tyler,Czech Republic,42,58008.38,46,10,23,27.81,0,0.261,7,1,Online,South,4169.15,1
634,Luis,Zamora,Knox Ltd,Summerstown,Saint Barthelemy,39,62299.22,45,8,18,31.15,0,0.1059,8,1,Online,East,3819.15,0
635,Mitchell,Chang,"Mclean, Sheppard and Pearson",Mannport,Saint Pierre and Miquelon,30,103068.31,1,7,29,10.0,1,0.2206,11,0,Online,South,2887.41,1
636,Edgar,Terry,Mosley-Mata,New Ann,Bulgaria,36,53847.62,40,7,24,14.38,3,0.2712,6,1,Online,North,3584.71,0
637,Norman,Howard,Carpenter and Sons,Tammyberg,Sri Lanka,66,59021.98,19,6,26,122.07,1,0.2935,12,1,Store,South,3622.77,0
638,Fred,Alvarez,"Roberts, Solis and Carpenter",Port Katherineside,Greece,53,76013.09,76,5,22,333.67,3,0.4313,11,1,Online,South,3801.61,0
639,Lauren,Nunez,Nichols-Key,Haysmouth,France,29,77110.52,72,13,27,50.78,0,0.0819,8,1,Online,South,6288.65,0
640,Kristen,Terry,Howe-Mathis,South Rogerville,Niue,58,78740.61,72,4,22,59.57,2,0.2695,11,1,Online,West,3411.15,1
641,Olivia,Cross,Richard-Lutz,Rickburgh,Uganda,36,67774.6,61,3,18,18.43,0,0.3219,10,1,Store,South,3472.5,0
642,Leonard,Pennington,"Elliott, Combs and Mcpherson",Tammieborough,Guam,29,32139.9,12,3,27,73.81,0,0.3878,11,1,Phone,North,3377.36,0
643,Nathan,Bryan,Kane Inc,Walshshire,Jordan,26,87668.63,61,6,17,10.0,1,0.1504,5,1,Store,South,4095.43,0
644,Theresa,Gallegos,Spence Ltd,Dorisport,Togo,24,32073.09,33,4,18,374.43,2,0.2818,6,1,Online,West,3412.9,1
645,Jamie,Hayes,"Harvey, Foley and Rush",Orrfurt,Latvia,45,61052.71,45,12,13,167.72,0,0.3359,8,1,Online,North,4781.18,0
646,Wayne,Herring,Brooks PLC,Johnburgh,United States Minor Outlying Islands,31,39914.48,90,12,24,702.45,1,0.1566,5,0,Online,South,5695.83,1
647,Allison,Franco,Willis PLC,South Cesarburgh,Japan,48,53717.23,92,6,14,321.61,3,0.3227,5,1,Store,North,4552.08,0
648,Ronald,White,"Ferguson, Knapp and Mathews",West Normaton,Turkmenistan,69,61575.25,69,3,24,96.08,2,0.1148,3,1,Online,West,3518.41,0
649,Deborah,Taylor,Pope and Sons,Port Roberta,Macedonia,36,61427.14,8,4,23,110.0,2,0.4642,7,1,Phone,East,3101.85,0
650,Shari,Bender,Lamb-Valenzuela,North Guy,Falkland Islands (Malvinas),64,63438.42,25,9,20,31.71,0,0.0688,12,1,Phone,West,4223.02,0
651,Brooke,Gibbs,"Burnett, Atkins and Norris",East Isabel,Mali,33,87274.23,91,5,27,93.0,0,0.4257,9,0,Online,West,4203.78,0
652,Ashley,Melton,Oneill-Dickerson,West Stacy,Anguilla,22,64070.69,46,13,23,350.0,1,0.3655,3,1,Online,North,5331.42,0
653,Teresa,Hart,"Kane, Fry and Landry",Perkinsbury,Aruba,52,50116.87,87,7,21,10.0,1,0.1349,8,1,Online,North,4559.79,0
654,Bonnie,Erickson,Drake Inc,Lake Donbury,Rwanda,29,74281.74,30,10,25,298.78,3,0.1299,11,1,Online,East,4551.07,0
655,Ruben,Trevino,Mcneil-Hancock,South Linda,Turkey,42,78789.41,47,2,22,62.54,4,0.2925,7,0,Store,East,2328.25,1
656,Fernando,Perez,"Huang, Preston and Stevens",West Melody,New Caledonia,69,30447.84,87,14,20,344.66,1,0.2592,8,1,Store,East,6208.37,0
657,Katelyn,Cabrera,"Brown, Valentine and Velez",New Miguel,New Caledonia,38,66948.0,49,14,18,424.23,5,0.2124,12,1,Online,West,5519.09,0
658,Sylvia,Lin,Rivas-Alexander,Lake Juanport,Nauru,53,69023.45,47,5,27,166.69,0,0.4504,8,1,Store,West,4128.15,0
659,Margaret,Snyder,Sharp-Oconnor,Cliffordburgh,Brazil,40,49048.73,84,9,31,163.79,2,0.2083,13,1,Store,East,5433.95,0
660,Trevor,Schwartz,Mcdowell-Chang,Bradfordmouth,Isle of Man,33,82514.14,82,11,31,90.43,0,0.39,9,1,Phone,East,5952.73,0
661,Bethany,Colon,"Greene, Mcconnell and Frye",Flemington,Djibouti,56,51998.89,18,3,21,270.76,5,0.6507,3,1,Store,East,3212.1,1
662,Dustin,Vaughan,"Ramos, Bishop and Montgomery",Port Ebonyhaven,Eritrea,62,57511.53,66,14,20,489.0,5,0.1836,5,1,Store,South,5805.1,0
663,Jim,Oconnell,Rodriguez and Sons,Roseport,New Caledonia,59,51538.56,68,9,17,223.8,0,0.379,4,0,Online,South,3882.58,0
664,Kerry,Roberts,"Leon, Morgan and Huff",Lake Rachael,Solomon Islands,56,55311.58,94,14,25,145.9,0,0.2393,10,0,Store,East,5871.59,0
665,Allen,Mcgrath,Parker PLC,Dawsonshire,Saint Kitts and Nevis,31,33074.5,33,11,21,140.01,0,0.1686,7,1,Online,West,3682.59,0
666,Darlene,Ware,Stafford-Green,East Glenn,Grenada,48,26198.98,36,6,19,284.04,0,0.0928,11,0,Store,North,3208.49,1
667,Jane,Roman,Franco Inc,North Grace,Estonia,22,86890.1,82,4,23,116.87,0,0.2868,12,1,Online,West,3775.53,0
668,Sheena,Burns,"Wade, Mills and Walters",South Tashatown,India,52,38060.77,19,7,28,244.34,1,0.4276,8,1,Online,North,4397.43,1
669,Patricia,Cole,"Phelps, Hobbs and Pratt",North Elaine,Comoros,40,35172.15,28,8,18,106.66,1,0.0323,7,1,Online,East,3847.77,0
670,Shannon,White,Mitchell-Castaneda,Huffville,Korea,46,15000.0,40,6,15,10.0,4,0.2857,6,1,Online,South,3377.83,1
671,Mandy,Farley,Lozano-Wilkins,Powersstad,South Africa,60,42220.77,84,5,21,72.66,0,0.0681,8,1,Online,South,4276.7,0
672,Walter,Barber,"Howell, Burgess and Vega",North Suzanneberg,Nigeria,28,28538.2,97,6,15,88.17,1,0.2126,7,0,Phone,North,3423.39,0
673,Summer,Fox,"Bates, Medina and Hudson",Kimberlyberg,Somalia,35,87840.3,76,5,21,22.91,2,0.3175,7,1,Online,East,3893.82,0
674,Jeffery,Stuart,Tate-Gordon,Coxburgh,France,64,75196.34,15,8,15,16.22,0,0.1273,10,0,Store,South,2305.99,0
675,Carla,Saunders,Allen-Brandt,North Darlenemouth,Zimbabwe,29,41236.99,41,1,21,115.01,1,0.3729,11,1,Online,East,3029.07,1
676,Dustin,Herman,"Bean, Morse and Reed",Georgemouth,Venezuela,26,100048.72,39,11,22,13.35,1,0.0852,6,1,Online,East,4309.37,0
677,Melody,Mckay,Paul Ltd,Claireberg,Czech Republic,27,74635.31,2,7,25,54.13,0,0.0746,6,0,Online,North,2942.76,1
678,James,Ward,Marsh and Sons,Michaelashire,Anguilla,61,48503.37,63,10,22,204.74,0,0.0712,8,0,Online,East,4721.81,0
679,Jasmine,Berry,Garcia-Chaney,Port Rick,Djibouti,34,15000.0,29,10,16,500.45,0,0.1646,3,1,Online,East,4640.63,0
680,Vanessa,Webb,"Flowers, Henry and Craig",Hatfieldbury,Sweden,55,100818.85,74,11,26,189.81,1,0.2353,11,1,Online,North,5489.05,0
681,Jermaine,Diaz,Hicks-Chandler,South Seth,Montserrat,24,27208.55,66,2,20,736.46,2,0.2301,9,1,Online,South,3048.97,1
682,Mary,Holder,Lynch Group,Lake Jessicachester,Slovakia (Slovak Republic),63,22092.03,51,14,15,179.77,3,0.4768,6,1,Phone,West,5094.41,0
683,Johnathan,Mclaughlin,"Brewer, Mckinney and Taylor",South Theresafort,Senegal,30,75451.41,75,9,25,52.18,2,0.5006,6,1,Online,East,5043.04,0
684,Tracey,Massey,"Pitts, Klein and Gregory",North Theodore,Iran,57,103795.05,77,1,17,167.24,2,0.4272,10,1,Store,North,3277.36,0
685,Tristan,Brooks,Pope and Sons,Ryanshire,Antarctica (the territory South of 60 deg S),59,82685.46,10,11,15,181.68,3,0.2112,4,0,Phone,South,3401.73,0
686,Sara,Gilmore,Guerrero Inc,Lake Fred,Kuwait,26,66278.18,14,10,21,69.72,5,0.3583,10,1,Store,East,3973.19,0
687,Norma,Page,Carroll-May,Kruegerside,Cambodia,67,66895.09,82,6,21,10.0,0,0.1632,4,1,Phone,West,3980.47,0
688,Levi,Todd,Roberts and Sons,Lake Justin,Cook Islands,44,72068.31,51,9,21,182.2,2,0.049,9,1,Online,South,4524.58,1
689,Anthony,Curtis,Orozco LLC,Tylermouth,Grenada,19,70178.57,73,1,25,10.0,2,0.308,9,1,Store,North,3504.07,0
690,Kristine,Hawkins,Schwartz-Fernandez,Juanstad,Gambia,22,60623.83,39,4,23,149.62,1,0.273,4,0,Online,East,2915.54,0
691,Ann,Levy,Spence Inc,New Dillonshire,Armenia,46,57084.02,28,4,21,26.8,0,0.2585,5,1,Online,North,2949.5,0
692,Laurie,Mccoy,"Mullins, Cohen and Atkins",Princechester,Uzbekistan,54,53748.14,3,9,26,125.07,1,0.2117,10,1,Store,West,4243.44,0
693,Stephanie,Rivera,"Arroyo, Wagner and Christian",Cervantesmouth,Costa Rica,55,39920.71,84,11,22,105.15,1,0.2546,9,0,Phone,West,4840.84,0
694,Ebony,Yang,Boyd Ltd,East Edwin,Turks and Caicos Islands,36,49386.5,70,5,29,10.0,3,0.1877,6,0,Phone,North,3665.46,0
695,Norman,Morton,"Vaughn, Beasley and Holland",West Vanessahaven,Cape Verde,25,21140.86,27,5,26,67.62,1,0.1932,10,0,Online,East,2845.82,0
696,Joann,Holder,"Cochran, Grant and Blake",Margaretfurt,Tuvalu,65,53033.21,2,6,22,137.85,4,0.6414,5,1,Online,North,2736.27,1
697,Catherine,Davis,Orr Group,Erikatown,Cape Verde,62,35228.18,93,1,23,283.18,0,0.1527,9,1,Store,South,3250.21,0
698,Grant,Mercado,Rich-Pugh,West Jessicastad,Papua New Guinea,18,32928.21,38,1,29,329.25,1,0.2986,10,1,Store,North,3044.91,0
699,Jessica,Aguirre,"Barron, Stark and Hill",Kristinefurt,Guam,39,58597.88,3,9,21,99.2,1,0.2579,5,0,Online,West,2928.93,1
700,Trevor,Bowers,Richmond-Cardenas,Juliafort,Bangladesh,69,82840.05,16,3,24,195.53,1,0.6111,8,0,Online,East,2431.37,0
701,Autumn,Norris,Peterson-Boyd,New Alvin,Madagascar,34,73366.33,94,4,21,57.07,3,0.2632,9,1,Store,East,4282.77,0
702,Nancy,Price,Burch-Barr,Darrenmouth,San Marino,24,23589.99,40,1,19,62.83,2,0.4233,9,0,Store,West,2082.75,0
703,Kevin,Lozano,"Fletcher, Frazier and Baxter",Lake Francisfurt,Netherlands Antilles,42,35207.44,2,9,20,32.44,0,0.3301,3,1,Online,West,3579.34,0
704,Dale,Hendricks,Levine-Larsen,Carrfurt,Turkmenistan,62,73815.42,81,8,20,123.81,1,0.2225,8,0,Store,South,4388.92,0
705,Alexis,Carroll,Foley Inc,New Kristi,Qatar,21,35350.25,41,2,22,56.66,5,0.6169,6,0,Store,West,2575.48,0
706,Javier,Bowers,"Flores, Rodgers and Flores",New Samantha,Ethiopia,53,50507.34,12,8,24,13.22,0,0.2953,16,1,Phone,West,3940.35,0
707,Zoe,Guerra,Hogan-Butler,North Bethanyhaven,Qatar,23,66001.04,35,7,14,173.28,2,0.0516,7,1,Store,West,3752.48,0
708,Tim,Henson,"Keith, Stephens and Wyatt",Maddenmouth,Armenia,48,35633.11,65,11,22,184.52,3,0.0233,6,0,Online,East,4169.87,0
709,Tim,Larson,"Hurley, Bentley and Acosta",Lake Lindaton,Papua New Guinea,36,57107.51,55,6,22,66.94,1,0.5918,9,1,Phone,West,3282.53,1
710,Brian,Banks,Solomon-Cortez,Lyonsberg,Cambodia,61,28319.49,45,1,26,11.97,0,0.2913,6,0,Online,North,2035.47,0
711,Destiny,Cooke,Mueller-Kent,North Shaun,Saint Pierre and Miquelon,56,42972.65,79,7,17,83.35,1,0.3389,6,1,Phone,North,3993.56,0
712,Austin,Bright,Aguilar PLC,Rebekahshire,Dominican Republic,44,61395.64,90,10,19,87.6,1,0.4954,14,1,Store,East,5332.85,0
713,Briana,Davis,Stone-Floyd,Castanedamouth,Kiribati,27,23140.13,85,7,22,165.7,1,0.5137,9,0,Phone,South,3948.03,0
714,Darius,Lara,Castillo-Lang,East Yolanda,Northern Mariana Islands,43,63809.49,62,13,24,56.84,1,0.4356,19,0,Online,South,4822.96,0
715,Toni,Rhodes,"Meyer, Lamb and Flynn",Deniseburgh,Tonga,36,54607.24,49,14,20,172.14,2,0.2405,9,0,Store,East,4885.59,0
716,Warren,Willis,Small-Wade,South Gracebury,Mongolia,56,66049.8,95,9,24,307.76,0,0.2529,13,1,Store,North,5530.11,0
717,Colleen,Cordova,Glover-Pearson,West Marilynchester,Slovakia (Slovak Republic),20,59478.28,25,1,22,40.67,1,0.1052,7,1,Store,East,2618.7,0
718,Marie,Norman,"Bush, Knapp and Gaines",Alexaside,Tunisia,62,82282.81,23,2,27,578.91,1,0.1819,10,0,Online,West,2681.07,0
719,Jasmine,Morrison,"Morrison, Graves and Odom",Skinnerland,Guadeloupe,30,57504.49,24,11,22,73.25,1,0.0117,7,0,Online,East,3604.01,0
720,Catherine,Perkins,Meyers and Sons,West Gabriela,Honduras,67,46411.89,38,9,11,46.64,2,0.2909,14,1,Store,South,3362.98,1
721,Nancy,Williams,Gordon-Hayes,Masseytown,Burkina Faso,45,57445.95,28,13,21,82.1,2,0.133,8,1,Online,North,4844.06,0
722,Noah,Hebert,Gomez-Lester,Ortizside,Tanzania,37,65865.96,21,9,27,14.87,4,0.5251,2,1,Store,South,3858.81,1
723,Latoya,Gillespie,Peters-Cruz,West Coreyview,Haiti,45,55977.2,54,13,21,20.15,1,0.1427,10,1,Online,South,5428.54,0
724,Chelsea,Oneal,"Haney, Curry and Griffith",Mcdanielhaven,Antarctica (the territory South of 60 deg S),25,55811.83,18,6,18,80.28,3,0.4337,10,0,Phone,North,2288.86,0
725,Katie,King,Schaefer-Bullock,East Rodneyland,Malta,58,40960.17,36,6,26,215.6,2,0.287,3,1,Online,West,3368.1,0
